"Sistema Nacional de Información Estadística y Geográfica",
"Catálogo Nacional de Indicadores",
"Fecha de consulta: 21/04/2026 14:01:46",

"Nombre del Indicador Clave: Tasa de absorción en educación secundaria",
"Definición: Es el porcentaje de alumnos de nuevo ingreso a primer grado de un nivel educativo respecto a los alumnos egresados del nivel educativo precedente en el ciclo inmediato anterior.",
"Cobertura geográfica: Nacional y Estatal.",
"Cobertura temporal: A partir del año 2000.",
"Unidad de medida: Porcentaje de alumnos",
"Periodicidad: Anual",


"Entidad federativa","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"San Luis Potosí","91.71573","92.12126","92.85527","95.04193","94.35358","95.72650","95.40080","95.96428","95.77025","96.54599","97.88425","97.94706","98.08606","98.57784","98.42726","98.51803","98.28216","98.55678","98.53858","98.07911","95.35758","93.82103","97.39490","97.10426","97.45664"
"Sinaloa","95.27488","96.95441","97.46545","97.47368","97.71204","97.41662","97.81951","97.99030","97.83073","98.74490","98.43699","98.74543","98.44877","97.93405","97.47793","98.04108","98.25848","99.36947","99.79677","100.06602","98.83090","97.55332","97.81264","98.30352","97.54068"
"Sonora","97.88613","97.97459","96.95740","97.45091","97.59036","97.01615","98.11168","100.62111","99.42397","98.69931","99.84064","101.35864","100.65335","100.68404","99.09242","99.52127","99.60104","100.57387","98.15964","99.32832","99.56151","97.96772","97.46866","98.69980","98.80122"
"Tabasco","95.53079","97.52971","97.98276","98.89090","98.99300","99.32218","100.18632","98.28742","98.88734","99.11446","98.95522","98.33723","98.51420","98.86696","99.03978","99.06643","98.90027","97.58803","98.07018","98.56530","97.38606","95.06446","97.87039","97.27842","97.98151"
"Tamaulipas","94.82119","94.64821","95.39554","95.65912","96.90377","96.56262","96.11411","96.18294","96.65705","96.43827","95.86296","95.86101","96.37457","95.84380","97.04125","96.78086","97.65965","97.10068","96.32494","97.00003","91.98932","88.81344","94.70952","94.58660","93.95919"
"Tlaxcala","94.02301","94.41085","94.97787","95.31585","96.55376","96.83870","96.58216","97.06925","97.64204","98.16879","99.04941","99.57024","99.39769","99.14018","99.90391","99.92379","99.67561","99.29859","100.17629","99.24228","98.06971","97.50669","101.55193","100.59179","100.86848"
"Veracruz de Ignacio de la Llave","90.20394","92.06040","92.85181","93.51403","93.67471","93.71234","94.18526","93.78544","94.43618","94.47317","95.97700","96.23692","96.25786","96.32087","96.62835","96.03900","95.25460","95.71078","95.90529","95.96097","93.00186","90.99824","95.24369","94.73479","95.69155"
"Yucatán","98.08374","98.63978","99.89965","99.86191","99.85599","99.76024","98.70063","98.52874","98.31883","98.91281","99.70121","100.56577","99.77607","99.03655","99.07363","99.25843","98.67515","100.48376","99.81165","100.87057","97.56897","96.35485","98.53151","94.83339","100.65094"
"Zacatecas","90.32020","91.58473","92.97643","94.47432","95.37998","94.28656","95.61344","95.42032","96.07810","97.14856","97.86361","97.59692","96.99111","97.87757","98.04603","97.21351","97.36604","97.26802","97.13565","96.72811","96.01782","92.33003","96.07559","95.58680","94.98222"

"Nota: El indicador es sensible a la migración de la población, es decir, puede alcanzar cifras mayores a 100% si se inscriben como nuevo ingreso alumnos provenientes de entidades federativas vecinas.",
"Responsable: SEP.  Dirección General de Planeación, Programación y Estadística Educativa.",
"Fuente: SEP.   Sistema de Estadísticas Continuas de Educación del Formato 911.  ",
